Customer_ID,Credit_Utilization_Ratio,Debt_to_Income_Ratio,Loan_Purpose,Default_Status,Payment_History,Employment_Status,Income_Details,Previous_Loans,Loan_Amount,Term_Length(months),Demographic_Data,Age
CUST_00292,0.13,0.11,Business,No,675.3499533,Student,7044376,1,40670,48,Suburban,39
CUST_00293,0.84,0.7,Education,No,670.5317622,Student,4553546,1,10988121,60,Rural,24
CUST_00294,0.42,1.39,Business,No,,Self-Employed,4320897,4,,,Rural,57
CUST_00295,0.21,,Home,No,717.8507743,Self-Employed,6456155,0,672964,12,Urban,57
CUST_00296,0.57,,Home,No,665.3545202,Self-Employed,6069707,0,1514418,12,Urban,118
CUST_00297,0.79,1.76,Personal,No,744.9799938,Retired,4269686,3,1109627,24,Suburban,54
CUST_00298,0.29,0.78,Personal,No,715.364976,Employed,3100050,1,374164,48,Rural,48
CUST_00299,,0.19,Personal,No,740.6431059,Student,2369318,3,1729720,36,Rural,52
CUST_00300,0.18,1.71,Personal,No,731.4814421,Unemployed,3260904,2,859880,36,Urban,42
CUST_00301,0.15,1.83,Home,No,658.5502495,Self-Employed,4964645,1,2875867,24,Suburban,40
CUST_00302,0.58,1.66,,No,671.990948,Self-Employed,4381155,1,379310,24,,
CUST_00303,0.59,0.34,Home,No,737.3646803,Employed,3398518,,2222242,48,Suburban,27
CUST_00304,0.67,2,,No,730.5185133,Self-Employed,4076711,0,1507695,12,Urban,50
CUST_00305,0.75,4.123647208,Business,No,1048.43238,Student,6702665,1,1842351,12,Urban,38
CUST_00306,,1.48,Education,No,,Self-Employed,5958902,2,1902692,60,Suburban,55
CUST_00307,0.56,1.83,,No,763.8832448,Employed,6747070,2,1337213,12,Urban,48
CUST_00308,0.39,0.55,Business,No,670.4214306,Retired,3706199,2,1091616,24,Rural,44
CUST_00309,0.82,1.83,Business,No,727.3548691,Student,5569632,1,1581482,12,Rural,55
CUST_00310,0.34,0.69,Auto,Yes,689.8903674,Retired,5440567,3,1933070,36,Rural,59
CUST_00311,0.5,1.96,Auto,No,689.1159398,Unemployed,6393075,3,983135,48,Suburban,42
CUST_00312,0.17,0.63,Home,No,754.9388426,Employed,4579442,0,1718930,60,Urban,34
CUST_00313,0.12,1.91,,No,1111.906226,Unemployed,3590497,2,1112532,12,Urban,51
CUST_00314,0.97,0.2,Auto,No,740.6754818,Unemployed,10326943,3,957820,60,Suburban,35
CUST_00315,0.85,1.45,Education,No,765.2739404,Unemployed,4548400,3,1783338,60,Rural,54
CUST_00316,0.73,1.11,Business,No,701.0501921,Unemployed,4661280,0,1679173,24,Suburban,37
CUST_00317,0.47,1.01,Home,No,734.0976486,Employed,4904470,4,596770,12,Suburban,44
CUST_00318,0.26,0.52,Education,No,684.4866622,Retired,2827146,3,,,,
CUST_00319,0.24,1.44,Auto,Yes,716.2083176,Self-Employed,6175864,3,1043891,48,Suburban,38
CUST_00320,0.33,0.46,Business,Yes,1040.239271,Unemployed,2880764,3,323202,12,,
CUST_00321,0.59,1.15,Personal,No,704.8497982,Self-Employed,6171963,3,1859283,24,Urban,50
CUST_00322,0.74,0.58,Business,No,729.7578513,Self-Employed,4163031,2,2958535,12,Suburban,30
CUST_00323,0.69,1.92,Auto,No,659.0889658,Unemployed,6862689,2,873409,24,Rural,43
CUST_00324,0.35,0.15,Auto,No,804.6193638,Student,2391396,3,1472752,24,,
CUST_00325,0.96,0.48,,No,649.6991309,Self-Employed,6028456,2,869093,36,,
CUST_00326,0.76,0.56,Business,No,639.2905694,Student,3281654,1,2638155,24,Rural,25
CUST_00327,0.6,0.89,Education,No,757.9055437,Retired,3192512,3,466543,60,Suburban,29
CUST_00328,0.65,,Education,No,,Self-Employed,6626886,3,850335,36,Urban,40
CUST_00329,0.48,1.03,Business,No,731.2059909,Employed,5502402,2,991933,60,Rural,45
CUST_00330,0.32,1.76,Education,No,731.4172755,Retired,2725056,,,,Urban,53
CUST_00331,0.42,1.45,Business,No,699.3876614,,,1,1344517,48,Urban,41
CUST_00332,0.78,1.2,Business,Yes,655.1372814,,,0,902293,36,Rural,77
CUST_00333,0.11,0.27,Auto,No,703.7902279,Unemployed,5260208,6,803855,60,Rural,32
CUST_00334,0.2,1.42,Home,No,,Employed,4603512,3,359473,24,Suburban,40
CUST_00335,0.14,0.42,Auto,No,748.7559867,Employed,5997829,6,1254130,24,Rural,37
CUST_00336,0.14,1.59,Education,No,692.6471309,Student,5023990,1,1025714,24,Suburban,62
CUST_00337,0.87,0.58,Home,No,658.7251402,Student,2498798,3,861789,36,Urban,63
CUST_00338,0.73,0.89,Business,No,683.9307079,Retired,4684603,3,,,Suburban,37
CUST_00339,0.53,0.77,Education,No,720.6465727,Student,5167829,,985127,60,Rural,37
CUST_00340,0.19,1.73,Personal,No,671.8137724,Unemployed,4842054,1,2517224,48,Rural,49
CUST_00341,0.54,0.34,Education,No,658.8889802,Retired,4061107,0,1321111,48,Suburban,47
CUST_00342,0.53,1.17,Home,No,712.1843606,Retired,5135044,2,526552,36,,
CUST_00343,0.26,0.37,Home,No,712.2483286,Retired,4793582,10,1373318,12,Rural,40
CUST_00344,0.49,1.44,Business,No,674.6528412,Employed,2085126,1,1643566,36,Rural,27
CUST_00345,0.46,1.82,Personal,Yes,676.4480847,Employed,2913798,1,917399,36,Suburban,28
CUST_00346,0.65,0.93,Business,No,711.6024969,Retired,4951116,,1664980,48,Rural,42
CUST_00347,0.67,1.03,Personal,No,627.5957829,Unemployed,5493438,4,,,Urban,44
CUST_00348,0.14,1.86,Personal,Yes,629.6268113,Self-Employed,3596556,2,888266,60,Suburban,42
CUST_00349,0.44,1.09,,No,664.0777889,Retired,5482648,6,1657759,12,Suburban,36
CUST_00350,0.66,1.03,Education,No,689.3276424,Student,5188081,0,2002209,24,Urban,50
CUST_00351,0.55,1.2,Auto,No,715.5453783,Self-Employed,4329612,3,1168308,48,Urban,44
CUST_00352,0.87,,Personal,No,773.7678108,,,2,1256205,12,Urban,64
CUST_00353,0.69,0.3,Home,Yes,742.8829812,Employed,5068810,0,1631863,12,Urban,41
CUST_00354,0.25,1.66,Business,No,692.0030735,,,2,1448599,60,Suburban,24
CUST_00355,0.16,0.93,Education,No,699.0491896,Student,5715546,1,1458310,24,Urban,24
CUST_00356,2.333235809,0.24,Personal,No,649.8735318,Employed,3267793,1,1471341,60,Rural,33
CUST_00357,0.12,1.59,Education,No,699.0743432,Employed,3652498,1,1158431,12,,
CUST_00358,0.63,,Business,No,685.5670681,Retired,6403367,1,1291978,60,Urban,43
CUST_00359,0.95,0.29,Home,No,,Unemployed,5664169,,2079482,24,Urban,28
CUST_00360,4.518025006,1.3,Personal,No,658.6384528,,,1,912419,36,Suburban,46
CUST_00361,0.45,1.77,Personal,No,725.9673257,,,4,1571024,48,Urban,58
CUST_00362,0.68,1.79,Education,No,776.6369457,Unemployed,5981893,4,590047,24,Suburban,31
CUST_00363,0.51,1.92,Business,No,694.5619926,Employed,14194328,,1021149,60,Rural,34
CUST_00364,0.59,1.75,Auto,No,720.0855861,Unemployed,4093062,2,350260,48,Suburban,29
CUST_00365,0.95,0.1,Personal,No,734.5071996,Employed,5263528,1,994257,36,Suburban,36
CUST_00366,0.45,0.82,Home,Yes,679.9389764,Retired,4532132,0,220199,60,Suburban,55
CUST_00367,,1.66,Personal,No,711.2046241,Employed,6493754,3,1211136,48,Suburban,52
CUST_00368,0.91,0.8,Personal,No,700.62962,Unemployed,6475328,1,1901198,48,Urban,47
CUST_00369,0.28,1.24,Auto,Yes,704.8838049,Retired,5674212,1,789330,48,Rural,29
CUST_00370,0.16,1.25,Auto,No,661.3495108,Unemployed,2975301,5,2357532,36,Suburban,45
CUST_00371,0.19,0.79,,No,701.2255087,Unemployed,3201642,0,807175,36,Urban,50
CUST_00372,0.12,1.82,Personal,No,724.8999146,,,3,1286334,36,Suburban,45
CUST_00373,0.18,,Personal,No,772.5571804,Employed,4797234,5,1588537,24,,
CUST_00374,0.71,0.98,Education,No,747.9635413,Employed,5714135,2,1488937,12,Urban,28
CUST_00375,0.16,2,Education,No,807.6591229,Unemployed,4181789,2,1294053,12,Suburban,47
CUST_00376,0.39,1.04,Home,No,661.6326219,,,2,804104,12,Urban,66
CUST_00377,0.86,0.44,Home,Yes,743.6160318,Student,4694231,2,,,Rural,46
CUST_00378,0.12,1.07,Education,No,709.1671003,Employed,3589003,,503229,36,Rural,39
CUST_00379,0.83,1.65,Home,No,809.4901467,,,1,1462792,12,Rural,116
CUST_00380,0.35,1.58,Personal,Yes,,Employed,4262133,4,1650538,36,Urban,34
CUST_00381,0.21,1.6,Auto,Yes,658.0139079,Student,3746952,3,1231139,60,Suburban,62
CUST_00382,0.73,1.45,Personal,No,,Unemployed,4708507,1,1597501,36,,
CUST_00383,0.67,0.58,,Yes,593.8052138,Employed,5669979,1,843944,24,Suburban,40
CUST_00384,0.89,1.74,Business,No,673.7122489,Retired,2673762,,1359291,12,Urban,34
CUST_00385,0.76,1.8,Business,No,,Student,4774326,2,,,Urban,48
CUST_00386,0.82,0.47,Education,No,707.5196893,Self-Employed,1951745,1,1419134,60,Rural,32
CUST_00387,0.35,0.35,Personal,Yes,717.0877988,Unemployed,4247940,1,2387080,48,Suburban,50
CUST_00388,0.26,1.95,Home,No,793.808542,Unemployed,5430524,4,2149368,60,Urban,31
CUST_00389,0.78,1.75,Home,No,747.5211919,Unemployed,5837805,3,2079897,12,Urban,29
CUST_00390,0.83,1.8,Business,No,671.1548172,Student,3911707,2,1111121,24,Suburban,30
CUST_00391,0.99,1.78,Education,No,655.0792664,,,0,405040,36,Suburban,55
CUST_00392,,1.13,Education,Yes,724.5959586,Employed,4278733,3,1497486,36,Suburban,29
CUST_00393,0.43,1.33,Auto,Yes,633.9883396,,,3,1466776,48,Urban,31
CUST_00394,0.8,1.14,Business,No,791.5729383,,,2,1169138,24,Rural,31
CUST_00395,0.41,0.2,Education,Yes,758.972006,Unemployed,3316763,4,1031690,36,Rural,47
CUST_00396,0.94,1.52,Auto,No,676.5412174,Self-Employed,5257884,1,323036,36,Urban,36
CUST_00397,0.87,1.06,Home,No,614.3432735,,,3,,,Suburban,49
CUST_00398,0.49,,,No,767.6936187,Self-Employed,4167015,4,793729,48,Urban,23
CUST_00399,0.78,1.06,Business,No,694.2730077,,,,976246,12,Suburban,34
CUST_00400,0.78,1.03,Education,No,761.8908156,Employed,5356156,3,395827,48,Urban,35
CUST_00401,0.19,0.43,Education,No,930.4179256,Retired,5299550,0,1123156,48,Rural,37
CUST_00402,0.91,0.63,Personal,No,670.0312489,Student,4893182,2,1192959,60,Suburban,21
CUST_00403,0.55,0.4,,No,700.262185,Retired,3212100,2,1352817,36,Urban,34
CUST_00404,0.84,0.47,Home,Yes,702.3490297,Self-Employed,4525824,20,237297,12,Rural,49
CUST_00405,0.39,1.95,Auto,Yes,1016.24509,Retired,4348204,2,1373152,60,Suburban,35
CUST_00406,0.91,0.39,Auto,Yes,731.1424966,Self-Employed,4041187,2,,,Suburban,59
CUST_00407,0.45,0.61,Personal,Yes,646.6189785,Unemployed,4657213,3,704587,36,Suburban,37
CUST_00408,0.11,1.22,Home,No,692.8810257,Unemployed,3491976,1,2136005,48,Suburban,36
CUST_00409,0.91,1.26,Auto,No,706.0147816,Employed,4521757,2,2056159,24,Suburban,25
CUST_00410,0.18,0.39,Home,No,725.7219417,Student,4191832,2,1679090,60,Urban,22
CUST_00411,0.39,1.61,Home,No,735.5807439,Unemployed,3995537,2,1100829,48,Rural,22
CUST_00412,0.96,1.59,Auto,No,643.7678954,Student,3175082,5,2091102,60,Urban,50
CUST_00413,0.96,0.55,Education,No,623.2942915,Employed,3142048,2,1765825,36,Rural,33
CUST_00414,0.62,0.65,Education,No,763.8838411,,,1,1659585,48,Rural,38
CUST_00415,0.67,,Auto,No,716.6157006,Unemployed,4707926,2,,,Suburban,35
CUST_00416,0.5,1.67,Personal,No,662.5756732,,,1,1679090,36,Urban,13
CUST_00417,0.36,1.43,Business,No,777.5575988,Retired,6882941,1,1369417,60,Urban,47
CUST_00418,0.4,0.26,Home,No,,Retired,6095935,3,541575,12,Urban,23
CUST_00419,0.71,0.89,Business,No,,Retired,2969076,,2123970,60,Urban,18
CUST_00420,,1.16,Auto,No,,Student,6321695,1,1173039,36,Urban,28
CUST_00421,0.81,0.46,Home,Yes,803.0373962,,,4,728740,12,Rural,30
CUST_00422,0.81,0.95,Business,No,787.7670421,Employed,4219305,2,1795788,36,Rural,30
CUST_00423,0.18,1.24,Education,No,687.5517926,,,3,1343272,36,Urban,37
CUST_00424,0.54,0.72,Personal,No,748.5785475,,,1,719029,48,Rural,21
CUST_00425,,1.58,Business,No,732.2687975,,,,1294966,36,Rural,75
CUST_00426,0.59,1.7,Personal,No,768.4315779,Retired,7428251,3,,,Rural,43
CUST_00427,0.5,0.71,Education,No,651.753827,Student,2524030,0,1931327,12,Urban,13
CUST_00428,0.9,,Business,No,734.302573,,,2,1701002,36,Suburban,30
CUST_00429,0.42,0.3,Auto,No,752.9212243,Student,19331447,1,1322356,24,Suburban,31
CUST_00430,0.21,1.69,Home,Yes,,Employed,4343722,2,-1887337,12,Suburban,54
CUST_00431,0.23,0.39,Education,Yes,640.8370744,Retired,3945405,0,2016153,36,Urban,36
CUST_00432,0.79,0.26,Personal,Yes,598.0383911,Student,2887902,3,2139159,48,Urban,39
CUST_00433,4.036830538,1.32,Personal,Yes,686.5296583,Retired,3434374,5,270912,12,Rural,39
CUST_00434,0.19,1,Education,No,735.8771128,Student,3809036,5,4747849,36,Suburban,37
CUST_00435,,1.82,Auto,No,775.1178526,Unemployed,4436516,1,682094,12,Suburban,47
CUST_00436,0.73,0.79,Auto,No,703.704739,Student,4528231,3,2158000,48,Urban,27
CUST_00437,0.17,0.65,Personal,No,,Self-Employed,5512611,5,2160158,12,Suburban,29
CUST_00438,0.84,1.05,Education,No,630.9949271,Employed,5375910,1,-273900,24,Suburban,59
CUST_00439,,0.97,Education,No,614.830878,Unemployed,4862140,,2445180,60,Suburban,27
CUST_00440,0.17,0.75,Home,No,697.2226151,Employed,4510718,4,1006956,48,Urban,38
CUST_00441,0.18,1.42,Personal,No,719.2032724,Unemployed,5988201,0,561744,12,,
CUST_00442,0.99,1.54,Auto,No,698.3652626,Retired,5610219,3,1323269,12,,
CUST_00443,0.44,1.72,Business,No,894.9418425,,,3,1369500,24,Urban,40
CUST_00444,0.43,1.95,Auto,Yes,695.543998,Retired,4059862,,,,Urban,53
CUST_00445,0.83,0.61,Auto,No,952.1647875,Employed,5941555,1,1854137,12,Suburban,62
CUST_00446,0.95,1.46,Business,No,733.4836274,Employed,5604409,1,980728,24,Urban,29
CUST_00447,0.99,0.85,Personal,No,718.3299123,Unemployed,4258813,1,503229,36,,
CUST_00448,0.78,1.39,Home,No,653.0060107,Employed,2177754,2,2353963,60,Rural,23
CUST_00449,0.44,1,Auto,No,674.3066541,Student,4683275,4,910759,24,Suburban,48
CUST_00450,0.18,1.99,Auto,No,647.0393239,Employed,3703045,2,,,Urban,35
CUST_00451,,1.48,Personal,No,696.8660451,Retired,5457997,3,1213045,24,Rural,79
CUST_00452,0.6,1.91,Personal,No,747.757116,Student,4833837,2,1623231,36,Rural,56
CUST_00453,0.48,1.69,Education,No,650.7136977,Employed,2482447,2,982886,60,Urban,38
CUST_00454,0.92,1.82,,No,,Self-Employed,4932026,,,,Rural,47
CUST_00455,0.2,1.65,Personal,No,673.4871191,Self-Employed,20100940,1,1308495,12,Suburban,27
CUST_00456,0.54,0.97,Auto,No,660.3563584,Retired,4374764,2,,,Rural,25
CUST_00457,0.11,0.58,Home,No,694.648482,,,1,,,Urban,16
CUST_00458,0.52,0.8,Auto,No,648.2378839,Unemployed,4137882,1,358394,36,,
CUST_00459,0.15,0.14,Personal,No,672.3175347,Employed,4654723,2,1125314,36,Suburban,48
CUST_00460,0.21,1.1,Education,No,640.1061054,Student,6482466,,880962,24,Rural,44
CUST_00461,0.21,1.06,Home,No,798.2362566,Unemployed,5879139,2,,,Suburban,44
CUST_00462,0.68,1.1,Education,No,701.7631776,Self-Employed,3848129,0,,,Rural,24
CUST_00463,0.77,1.95,Business,No,665.0137246,Unemployed,4474364,1,968527,24,Rural,29
CUST_00464,0.63,1.83,Education,No,,,,2,1314056,12,Rural,22
CUST_00465,0.97,0.41,Education,Yes,694.3835975,Unemployed,5077525,,1082735,12,Urban,40
CUST_00466,0.44,0.8,Personal,No,688.95152,Retired,5100433,3,1351323,12,Urban,51
CUST_00467,0.36,0.91,Personal,No,730.708335,Student,4445646,5,1288492,36,Urban,50
CUST_00468,0.88,0.79,Personal,No,737.8753855,Employed,3015141,5,1644977,36,Suburban,18
CUST_00469,0.3,1.62,Personal,No,673.4749426,Self-Employed,4422240,,1493253,60,Suburban,58
CUST_00470,0.97,1.1,,No,671.209088,Unemployed,12341187,1,2071099,36,Urban,80
CUST_00471,0.11,1.19,Education,Yes,686.2474151,Employed,3447654,3,2074336,36,Urban,24
CUST_00472,0.97,1.72,Business,No,,Self-Employed,5546558,4,543318,36,Urban,36
CUST_00473,0.14,1.63,Personal,No,624.2404469,Self-Employed,4588904,7,1539982,12,Rural,8
CUST_00474,0.9,0.35,Business,No,768.3437134,Retired,3279247,,1091865,48,Urban,8
CUST_00475,0.57,1.46,Business,Yes,782.2483857,Unemployed,7030100,0,,,Suburban,26
CUST_00476,0.99,0.93,Auto,Yes,687.548198,Employed,5083501,0,1994075,60,Suburban,39
CUST_00477,0.17,0.66,Auto,Yes,728.8278482,Unemployed,5550957,2,1499395,24,Rural,20
CUST_00478,0.6,0.2,Home,No,715.5625077,Unemployed,5869843,4,722349,24,Suburban,45
CUST_00479,,1.03,Auto,No,853.9440404,Student,4022014,1,678525,60,,
CUST_00480,0.57,0.78,Personal,No,755.9787456,Self-Employed,5241865,1,1793630,36,Urban,52
CUST_00481,0.67,0.58,Business,No,693.6041204,,,1,1073688,12,Urban,48
CUST_00482,0.73,1.42,Home,No,,Student,5763105,4,1776117,48,Rural,57
CUST_00483,0.51,1.56,Auto,No,,Student,4480257,,993842,60,Urban,39
CUST_00484,0.66,0.57,Education,Yes,710.1731818,Unemployed,5220783,2,1991253,12,Rural,55
CUST_00485,0.63,,Home,No,662.1824627,Self-Employed,4477601,1,1597833,12,Rural,54
CUST_00486,0.91,,Personal,Yes,628.8873145,Employed,6828078,2,1519813,12,Rural,45
CUST_00487,0.14,0.12,Business,Yes,667.6713558,Retired,6089129,3,1387345,12,Urban,43
CUST_00488,0.35,,Personal,No,,Student,1314388,7,509869,12,Urban,60
CUST_00489,0.96,1.29,Personal,No,784.3570818,Employed,5253236,,705417,24,Rural,48
CUST_00490,0.9,0.71,Education,Yes,744.0819878,Employed,4213910,2,1502964,36,Urban,26
CUST_00491,0.51,0.57,,No,699.6013679,Unemployed,5302372,0,5858223,60,Urban,52
CUST_00492,0.66,,Business,No,773.9972069,Student,5285108,2,678608,36,Suburban,52
CUST_00493,,0.55,Auto,No,,Employed,3639965,1,1242178,36,Urban,43
CUST_00494,0.27,0.36,Personal,No,656.9357899,Retired,4420829,2,1529109,36,Urban,42
CUST_00495,0.52,1.26,Auto,No,1164.234306,Employed,3295847,4,1128385,60,Rural,57
CUST_00496,0.42,0.42,Business,No,726.9455022,Retired,6415153,1,5327521,36,Rural,43
CUST_00497,0.63,1.1,Personal,No,648.1376923,Retired,4972447,4,668233,12,Suburban,46
CUST_00498,0.17,1.22,Auto,Yes,690.4830661,Retired,5103421,3,996830,36,Suburban,53
CUST_00499,0.98,0.67,Personal,No,656.2190873,Student,4943397,3,,,Rural,13
CUST_00500,0.99,0.17,Education,No,630.8600135,,,0,1287164,48,Rural,55
CUST_00501,0.73,0.17,Education,No,746.3088774,Student,5352836,0,541492,12,,
CUST_00502,0.58,0.15,Home,No,795.470832,Employed,6787491,10,614449,48,Rural,42
CUST_00503,0.38,1.5,Business,No,630.0716213,Retired,2627697,6,702927,48,Rural,44
CUST_00504,0.83,0.7,Auto,No,728.1484618,Self-Employed,4664932,0,1158680,24,Suburban,30
CUST_00505,0.72,1.61,Personal,No,667.4678715,Employed,5510702,3,1386847,36,Suburban,30
CUST_00506,0.25,0.92,Home,No,1013.465596,Self-Employed,10899311,2,1334142,12,Urban,55
CUST_00507,0.92,0.96,Business,No,670.3803038,Self-Employed,5476755,2,1102655,24,Rural,69
CUST_00508,0.84,1.07,Business,Yes,656.8004615,Unemployed,4621025,1,829087,12,Urban,36
CUST_00509,0.95,1.45,Business,No,702.4260814,Student,3677813,2,673960,24,Suburban,45
CUST_00510,0.75,0.62,Auto,Yes,658.4524942,Unemployed,1440548,2,1595094,12,Rural,42
CUST_00511,0.65,0.33,Education,No,713.5228413,Student,4441330,,,,Urban,17
CUST_00512,0.48,1.16,Home,No,697.4880945,Unemployed,4473700,0,1988514,48,Suburban,37
CUST_00513,0.94,0.72,Auto,No,688.0525977,Employed,6201179,0,1287662,60,Rural,37
CUST_00514,0.88,0.94,Personal,No,654.6218169,Self-Employed,4986889,1,1590861,48,Urban,23
CUST_00515,0.14,1.33,Auto,No,671.1614335,Employed,3905233,2,1900617,24,Suburban,57
CUST_00516,0.12,1.04,Personal,No,737.7695613,Student,2608690,0,-416577,36,Urban,37
CUST_00517,0.44,1.28,Personal,No,1087.568789,Self-Employed,5653794,1,1504541,36,Rural,54
CUST_00518,0.83,1.13,,No,651.1222378,Self-Employed,4711246,2,1300859,24,Suburban,33
CUST_00519,0.99,1.51,Auto,No,704.9666153,Student,4074470,5,1317127,48,Urban,31
CUST_00520,0.24,1.44,,No,737.5693562,Employed,3891289,4,3486332,36,Urban,30
CUST_00521,0.63,1.11,Personal,No,616.5297359,Self-Employed,6113116,2,1541725,48,Suburban,41
CUST_00522,0.44,1.39,Business,No,727.1680096,,,3,1250312,60,Rural,29
CUST_00523,0.97,1.76,Education,No,666.8688121,Employed,3784717,2,1476238,24,Suburban,38
CUST_00524,0.86,0.92,Auto,No,728.5299334,Employed,1703575,,1421043,48,Urban,42
CUST_00525,0.85,0.88,Education,Yes,661.8370422,Self-Employed,4299317,1,4988134,12,Suburban,33
CUST_00526,0.52,1.55,Auto,No,609.755895,Retired,4846453,2,2197757,36,Suburban,57
CUST_00527,0.47,,Personal,No,,Unemployed,4655221,0,607311,12,Suburban,51
CUST_00528,0.35,0.23,Home,No,702.4042473,Student,2604955,,455421,36,Rural,48
CUST_00529,0.15,1.8,Home,No,,Employed,6473668,0,823277,24,Suburban,56
CUST_00530,0.88,0.16,Personal,No,654.7841687,Self-Employed,2248719,3,1402949,24,Suburban,35
CUST_00531,0.83,1.52,Education,No,731.9296229,Student,3632578,3,1682244,48,Suburban,39
CUST_00532,1,1.54,Auto,No,,Retired,3292693,2,551286,24,Suburban,39
CUST_00533,1,1.91,Home,Yes,696.6960101,Retired,3226874,5,1802843,24,Urban,35
CUST_00534,0.6,0.2,Auto,Yes,,,,5,852659,24,Suburban,54
CUST_00535,0.79,1.23,Personal,Yes,667.4081946,Employed,4640530,3,1260521,12,Suburban,61
CUST_00536,0.95,0.91,Education,No,702.3699336,Retired,18978282,,9004172,12,Suburban,29
CUST_00537,0.86,0.73,,No,656.9793317,Retired,4359990,3,946117,24,Rural,46
CUST_00538,0.32,0.27,Education,No,,Retired,3310538,2,1499727,36,Urban,52
CUST_00539,0.51,1.17,Home,No,750.3146405,Self-Employed,6319952,10,941220,24,,
CUST_00540,0.22,1.01,Auto,Yes,671.1554065,,,3,1565795,36,Suburban,29
CUST_00541,0.96,0.3,Business,Yes,741.7846056,Unemployed,3513556,1,1900368,48,Urban,23
CUST_00542,0.65,1.26,Home,No,643.5146573,Self-Employed,4966305,3,1875634,60,Urban,26
CUST_00543,0.31,1.5,Education,Yes,,,,2,1770224,12,Rural,56
CUST_00544,0.7,1.56,Personal,Yes,772.078431,Self-Employed,3439686,3,,,Urban,48
CUST_00545,0.66,1.82,Business,No,576.417775,Self-Employed,4716475,2,1444200,48,Rural,25
CUST_00546,0.42,0.88,Auto,No,660.1552372,Unemployed,4081359,2,,,Urban,24
CUST_00547,0.2,1.91,Home,Yes,728.8536064,Unemployed,3080296,2,1932572,36,Rural,38
CUST_00548,0.7,1.74,Auto,No,689.8477307,Unemployed,4772002,6,891254,12,Suburban,24
CUST_00549,0.57,0.66,Auto,No,718.5572937,Student,5103338,3,880132,60,,
CUST_00550,0.8,0.4,Business,Yes,669.8007407,Self-Employed,4619780,4,2302254,24,Urban,54
CUST_00551,0.57,0.93,Business,No,704.3294894,,,2,1091035,24,Suburban,24
CUST_00552,,0.86,Business,No,,Unemployed,7180496,2,1571937,60,Suburban,64
CUST_00553,0.6,1.19,Business,Yes,758.3891031,Unemployed,3955448,1,1332814,24,,
CUST_00554,0.6,,Personal,No,712.7210422,Self-Employed,5260208,0,1930829,12,Suburban,70
CUST_00555,0.89,1.52,Education,No,716.8801331,Employed,5570130,,1579822,60,Urban,56
CUST_00556,0.46,1.07,Business,No,679.4061517,Unemployed,1463788,0,,,Rural,30
CUST_00557,0.22,0.3,Home,No,675.6196888,Self-Employed,5597603,2,1091035,48,Urban,21
